track_artist,track_title,count,post_count,first_seen,last_seen,source_url
Aquarian Dream,Phoenix,3,3,2012-04-16,2015-04-14,http://youtu.be/W7egZsGOBeI
Frankie Knuckles,Tears,3,3,2011-02-14,2015-04-14,https://youtube.com/watch?v=LDS7boNwtKk
Bufiman,Running (The Chase),1,1,2015-04-14,2015-04-14,https://youtube.com/watch?v=Z65ZAI76F_0
Terranova,Labrador (Kompakt / KOM323),2,2,2015-03-14,2015-04-13,https://youtube.com/watch?v=v9J4sIQsMaA
,Aquarian Dream  Phoenix,1,1,2015-04-13,2015-04-13,http://youtu.be/3--lzp3V__o
Ce Ce Peniston,"Finally (12"" Choice Mix)",1,1,2015-04-13,2015-04-13,http://youtu.be/PnvzR1hQGs0
Doris Norton,Warszawar,1,1,2015-04-09,2015-04-09,https://youtube.com/watch?v=uKgacYii7DY
JohNick,Good Time,6,6,2012-12-03,2015-04-07,https://youtube.com/watch?v=__NFP64jfJo
Carthago,Loco Dice,2,2,2011-05-16,2015-04-07,https://youtube.com/watch?v=hMPMrMw7UVM
✿ DIANA ROSS,Love Hangover (1976) ✿,1,1,2015-04-07,2015-04-07,https://youtube.com/watch?v=qy185xXA93E
Talking Heads,Psycho Killer,1,1,2015-04-07,2015-04-07,https://youtube.com/watch?v=O52jAYa4Pm8
Norma Jean Bell,I'm The Baddest Bitch (In The Room) (Moodymann Mix),1,1,2015-04-07,2015-04-07,https://youtube.com/watch?v=SV9KLYeeQ48
Jon Cutler Feat. E-Man,Its Yours,8,8,2011-02-19,2015-04-07,https://youtube.com/watch?v=zQ5PC54futo
New Order,True Faith,2,2,2012-06-27,2015-04-07,https://youtube.com/watch?v=zzeNAUOp17c
Dot,The Next Spot (Legotek Records),1,1,2015-04-06,2015-04-06,https://youtube.com/watch?v=1inUuHjhl_g
Stardust,Music Sounds Better With You,4,4,2011-03-26,2015-04-06,https://youtube.com/watch?v=TUC2b-OSZ00
Daft Punk,Burnin',2,2,2011-05-02,2015-04-06,https://youtube.com/watch?v=KMMIsbRm7i4
,LIGHT MY FIRE UR-087,2,2,2015-02-16,2015-03-31,https://youtube.com/watch?v=AsJ1KP2v3Dc
Minilogue,Doiicie A,1,1,2015-03-31,2015-03-31,https://youtube.com/watch?v=uRkx0h0l6p4
Billie Jewell & Peven Everett,Music,1,1,2015-03-31,2015-03-31,https://youtube.com/watch?v=W_SwZtbiNVM
Marcelus,Enlightenment / It's Out There [Enlightenment EP - B-side | Singular Records 2013],1,1,2015-03-30,2015-03-30,https://youtube.com/watch?v=LLSBQ8dX1gw
M. Pittman,Chicago Nights,4,4,2011-11-12,2015-03-30,https://youtube.com/watch?v=pHUByjVEQ2g
ron maney & l.a. williams,roller rink 2000 / shining,2,2,2014-06-22,2015-03-25,https://youtube.com/watch?v=5Pb9gutI8Ds
Nuyorican Soul,"It's Alright, I feel It! (Roni Size Remix) [HD]",1,1,2015-03-25,2015-03-25,https://youtube.com/watch?v=hlrtqVXXJ3s
Joshua,Watch the Bass,3,3,2012-02-06,2015-03-25,https://youtube.com/watch?v=srUDKSX_krg
Underworld,Born Slippy [Trainspotting],1,1,2015-03-24,2015-03-24,https://youtube.com/watch?v=6iKFn8dlxX8
Makam,What Ya Doin',8,8,2012-06-30,2015-03-23,https://youtube.com/watch?v=W92vEAdC0nU&spfreload=10
Roberto Bosco,Good Lover [Steffi Remix] - Falkplatz 05,3,3,2011-09-12,2015-03-22,https://youtube.com/watch?v=KgpmHUSp4u4
Reese & Santonio,How To Play Our Music,2,2,2012-11-24,2015-03-22,https://youtube.com/watch?v=z1-uXZurVXo
,Dixon @ Innervisions BPM 2015 at Blue Venado pt.2,1,1,2015-03-19,2015-03-19,https://youtube.com/watch?v=R_5T3jIibgw
Midnight Star,Midas Touch,1,1,2015-03-17,2015-03-17,https://youtube.com/watch?v=aop03iwTsyM
David August,Hamburg Is For Lovers (Original Mix),2,2,2014-05-30,2015-03-17,https://youtube.com/watch?v=kK924LX7JpQ
Dollkraut,Theme Of Fukoyama,2,2,2015-01-26,2015-03-16,https://youtube.com/watch?v=jVHhd_LM5UU&list=FLv1HXs5Md19zR3JczXfK1gg&index=11
Mockasin,Forever Dolphin Love (Erol Alkan Rework) ( Stare At Dj 003 ),1,1,2015-03-16,2015-03-16,https://youtu.be/LpkfNZELIxA
Jacques Renault,Machines (OTP Party Breaks #6),1,1,2015-03-16,2015-03-16,https://youtu.be/T8_xQyrtaio
Moraes Featuring Sally Cortez,A1 Welcome To The Factory (Angel's Journey Mix),2,2,2014-12-27,2015-03-15,https://youtube.com/watch?v=uMzNHgNeemg
,shari vari @ the scene,2,2,2013-05-10,2015-03-14,https://youtube.com/watch?v=QilYy09A-dI
Sfire,Sfire3,1,1,2015-03-14,2015-03-14,https://youtube.com/watch?v=cJFeHzdKdV0
Ricardo Villalobos,Hireklon,2,2,2013-01-05,2015-03-11,http://youtu.be/08f1izQg6IE
Norma Jean Bell,I'm The Baddest Bitch (In The Room) (Moodymann Mix),2,2,2010-06-23,2015-03-09,https://youtube.com/watch?v=c5OS0nALlfQ
Matthew Herbert,Got to be Movin',2,2,2013-09-16,2015-03-09,https://youtube.com/watch?v=c3FNi8kQwAY
Ricardo Villalobos,Serpentin,1,1,2015-03-09,2015-03-09,https://youtube.com/watch?v=Bti1N-YJgXE
Melchior Productions,Coming Up,1,1,2015-03-09,2015-03-09,https://youtube.com/watch?v=fUZTZfqZ1cA
The Drifter,Nil All (Original Mix),2,2,2014-09-22,2015-03-09,https://youtube.com/watch?v=4sAb6NW6eds&spfreload=10
Omar-S,Psychotic Photosynthesis,7,7,2012-01-21,2015-03-08,https://youtube.com/watch?v=cpuke_gCGcg
Moonstarr,Detriot,2,2,2013-11-11,2015-03-08,http://youtu.be/6QozWLMxPLE
Ananda Project,Cascades Of Colour (Wamdue Black Mix),2,2,2013-09-02,2015-03-05,https://youtube.com/watch?v=XpC6Xn0jsX8
Daphne,When You Love Someone (Groove Instrumental),1,1,2015-03-03,2015-03-03,https://youtube.com/watch?v=4-cPYVBDkoI
Juju & Jordash,Coffin Train Getaway,1,1,2015-03-03,2015-03-03,https://youtube.com/watch?v=kmF4o-i9UyQ
Avalon Emerson,Let Me Love & Steal,1,1,2015-03-02,2015-03-02,https://youtube.com/watch?v=Qlnam3uA7Ms
,"HARRY THUMANN Underwater (12"" Version)",1,1,2015-02-25,2015-02-25,https://youtube.com/watch?v=m0u_dlScBWA
Heiko Laux,Align (Fernweh | ka167),1,1,2015-02-24,2015-02-24,https://youtube.com/watch?v=es2HMZf71T4
Caribou,Your Love Will Set You Free (c2's Set U Free Remix),3,3,2014-12-15,2015-02-23,https://youtube.com/watch?v=vSNvSmFGhws
Nicolas Masseyef,Vero (Original Mix),1,1,2015-02-20,2015-02-20,https://youtube.com/watch?v=QEG4Tv2-Szk
Energy 52,Cafe Del Mar (Ricardo Villalobos Dub),1,1,2015-02-20,2015-02-20,https://youtube.com/watch?v=y9DVQizrx-4
Roman Flügel,Sliced Africa (Version),2,2,2015-02-16,2015-02-19,https://youtube.com/watch?v=9PpnsIlJC_g
London Grammar,Sights (Dennis Ferrer Remix) (Official Audio),2,2,2014-12-27,2015-02-18,https://youtube.com/watch?v=twHAXp41Lx8
,Teddy Pendergrass   You can't hide from yourself 1977,3,3,2014-06-22,2015-02-17,https://youtube.com/watch?v=O_4oPZCnsNE
Bon and Rau,Cloverleaf days,2,2,2013-05-28,2015-02-16,https://youtube.com/watch?v=3l_l03daxo0
,Erro-Change for me (Joey Negro club mix) (2002),1,1,2015-02-16,2015-02-16,https://youtube.com/watch?v=5R1XHs7239U&list=FLv1HXs5Md19zR3JczXfK1gg&index=2
Q-Burns....,Mess Of Afros (Glenn Underground Mix),2,2,2014-04-22,2015-02-16,https://youtube.com/watch?v=emT2xT41pYE&list=FLv1HXs5Md19zR3JczXfK1gg&index=1
FaltyDL,Hardcourage [Ninja Tune],2,2,2012-07-21,2015-02-16,https://youtube.com/watch?v=cv3089tOcLg
Malin Génie,All About The Original (Original Mix) - Sancta Siplicitas - SLPFNK002,1,1,2015-02-16,2015-02-16,https://youtube.com/watch?v=V2DfjhVrNso
London Grammar,Sights (Dennis Ferrer Remix),1,1,2015-02-16,2015-02-16,https://youtube.com/watch?v=RT9HmtpG3cM
Kasper Marott,Haven (Daniel og Dee's Gymnastik Mix),1,1,2015-02-16,2015-02-16,https://youtube.com/watch?v=EETprNFFyGc
,Kuba Sojka- Electronic Fever / SOULINER RECORDS,2,2,2014-08-31,2015-02-15,https://youtube.com/watch?v=qoan6nB4LeU#t=131
LAD019 Mind Against,Strange Days (Original mix),1,1,2015-02-08,2015-02-08,http://youtu.be/JDplc6-VwXs
Roy Comanchero,Lucid Memory,1,1,2015-02-08,2015-02-08,https://youtube.com/watch?v=74OHUpLbTQk
Joakim,Nothing Gold (Todd Terje Mix),2,2,2012-12-26,2015-02-08,https://youtube.com/watch?v=pdRD7HHX6hY
Patrice Rushen,Haven't You Heard,8,8,2012-08-29,2015-02-04,https://youtube.com/watch?v=QHxc3e2TJXc
Chic,I Want Your Love,2,2,2014-02-16,2015-02-04,https://youtube.com/watch?v=YeFqVtFCJEk&spfreload=10
Ma Spaventi,The Jungle,1,1,2015-02-03,2015-02-03,http://youtu.be/cUjGrbHAdZ0
Dj Spen presents Dj Technic,Gabryelle,1,1,2015-02-03,2015-02-03,http://youtu.be/6cjpq28WyFg
Virginia,Never Enough [Ostgut Ton],1,1,2015-02-02,2015-02-02,https://youtube.com/watch?v=2n8PrL-cuwM
Hills of Katmandu (CD Extended Edit),Tantra,1,1,2015-01-28,2015-01-28,https://youtube.com/watch?v=gV4vB8ySpVA
ABBA,Lay all your love on me,1,1,2015-01-27,2015-01-27,https://youtube.com/watch?v=BWI2bTckbgc&feature=youtu.be
Den Harrow,Future Brain (1985),1,1,2015-01-27,2015-01-27,https://youtube.com/watch?v=Z0hfQZKOnuE
Blunted Dummies,House For All (Original Mix) [1993],4,4,2011-09-19,2015-01-26,https://youtube.com/watch?v=8syerb6D2vI
Theo Parrish,"I Can Take It (Sound Signature, 2001)",4,4,2011-06-18,2015-01-26,http://youtu.be/A1Nvjb6bsNs
